2017-01-01 00:00:00,911,10.0,40,6,10,0,0,0,0,0,100,0
2017-01-01 00:00:00,423,80.0,40,271,16,3,0,8,94,51,11,89
2017-01-01 00:00:00,733,213.5,40,133,212,2,0,0,0,0,100,0
2016-10-01 00:00:00,612,90.0,40,56,90,0,0,0,0,0,100,0
2016-10-01 00:00:00,1398,28.8,40,15,24,0,0,7,0,0,77,23
2016-11-01 00:00:00,592,43.2,40,29,44,2,0,2,0,0,96,4
2016-11-01 00:00:00,813,173.0,40,108,173,0,0,0,0,0,100,0
2016-11-01 00:00:00,85,176.0,40,110,176,0,0,0,0,0,100,0
2016-12-01 00:00:00,1193,56.5,40,35,57,0,0,0,0,0,100,0
2016-12-01 00:00:00,935,129.6,40,93,132,7,0,10,2,0,92,8
2016-12-01 00:00:00,1299,169.0,40,105,169,0,0,0,0,0,100,0
2017-02-01 00:00:00,351,144.0,40,100,104,0,0,56,0,0,65,35
2017-02-01 00:00:00,82,156.0,40,97,156,0,0,0,0,0,100,0
2016-03-01 00:00:00,1005,96.0,40,44,22,0,0,38,65,7,17,83
2016-03-01 00:00:00,1348,126.0,40,124,177,0,0,7,11,0,91,9
2016-03-01 00:00:00,891,100.8,40,36,28,0,0,0,84,0,25,75
2017-03-01 00:00:00,708,88.0,40,55,88,0,0,0,0,0,100,0
2017-03-01 00:00:00,296,216.0,40,135,216,0,0,0,0,0,100,0
2017-03-01 00:00:00,556,160.0,40,100,160,0,0,0,0,0,100,0
2016-04-01 00:00:00,475,144.0,40,100,160,0,0,0,0,0,100,0
2016-04-01 00:00:00,1068,151.2,40,106,166,0,0,0,4,0,98,2
2016-04-01 00:00:00,1062,152.0,40,95,152,0,0,0,0,0,100,0
2017-04-01 00:00:00,591,158.4,40,112,128,0,0,45,1,0,74,26
2017-04-01 00:00:00,612,104.0,40,65,104,0,0,0,0,0,100,0
2017-04-01 00:00:00,617,41.0,40,25,41,0,0,0,0,0,100,0
2017-04-01 00:00:00,640,106.4,40,102,116,0,26,0,22,0,87,13
2017-04-01 00:00:00,660,158.4,40,110,175,0,0,0,1,0,99,1
2017-04-01 00:00:00,727,61.6,40,0,0,0,0,0,0,0,0,0
2017-04-01 00:00:00,736,176.0,40,110,176,0,0,0,0,0,100,0
2017-04-01 00:00:00,737,88.0,40,144,2,106,0,13,72,0,56,44
2017-04-01 00:00:00,744,197.0,40,123,197,0,0,0,0,0,100,0
2017-04-01 00:00:00,745,168.0,40,106,126,0,0,0,10,32,75,25
2017-04-01 00:00:00,849,88.0,40,160,179,12,0,17,24,0,82,18
2017-04-01 00:00:00,882,106.4,40,96,146,0,0,0,9,0,94,6
2017-04-01 00:00:00,893,168.0,40,105,156,0,0,0,0,12,93,7
2017-04-01 00:00:00,930,120.0,40,75,120,0,0,0,0,0,100,0
2017-04-01 00:00:00,937,48.0,40,30,48,0,0,0,0,0,100,0
2017-04-01 00:00:00,952,140.0,40,87,140,0,0,0,0,0,100,0
2017-04-01 00:00:00,972,68.0,40,62,65,0,0,3,53,0,54,46
2017-04-01 00:00:00,977,140.8,40,103,165,0,0,1,0,0,99,1
2017-04-01 00:00:00,1007,93.6,40,57,72,0,0,20,14,1,67,33
2017-04-01 00:00:00,1010,117.6,40,132,189,0,0,4,13,0,92,8
2017-04-01 00:00:00,1032,158.4,40,126,201,0,0,0,1,0,100,0
2017-04-01 00:00:00,1037,158.4,40,113,181,0,0,0,1,0,99,1
2017-04-01 00:00:00,1090,147.6,40,106,95,0,0,71,0,0,57,43
2017-04-01 00:00:00,1097,144.0,40,100,160,0,0,0,0,0,100,0
2017-04-01 00:00:00,1110,158.4,40,127,202,0,0,1,1,0,99,1
2017-04-01 00:00:00,1132,11.2,40,0,0,0,0,0,0,0,0,0
2017-04-01 00:00:00,1157,88.0,40,116,145,0,0,12,24,0,80,20
2017-04-01 00:00:00,1174,140.8,40,120,184,0,0,0,7,0,96,4
2017-04-01 00:00:00,1203,168.5,40,105,169,0,0,0,0,0,100,0
2017-04-01 00:00:00,1244,48.0,40,30,48,0,0,0,0,0,100,0
2017-04-01 00:00:00,1278,158.4,40,109,169,4,0,1,1,0,99,1
2017-04-01 00:00:00,1284,144.0,40,108,171,0,0,3,0,0,98,2
2017-04-01 00:00:00,1285,140.8,40,115,184,0,0,0,0,0,100,0
2017-04-01 00:00:00,1379,128.0,40,70,75,0,0,0,53,0,59,41
2017-04-01 00:00:00,1396,140.8,40,94,108,21,0,1,5,18,84,16
2017-04-01 00:00:00,42,136.8,40,103,130,0,0,0,34,0,79,21
2017-04-01 00:00:00,83,115.2,40,85,130,0,0,0,8,0,94,6
2017-04-01 00:00:00,706,136.8,40,108,173,0,0,0,0,0,100,0
2017-04-01 00:00:00,761,140.4,40,95,119,0,0,1,34,0,77,23
2017-04-01 00:00:00,939,77.5,40,48,78,0,0,0,0,0,100,0
2017-04-01 00:00:00,958,136.8,40,94,148,0,0,0,4,0,97,3
2017-04-01 00:00:00,1191,136.8,40,100,160,0,0,0,0,0,100,0
2017-04-01 00:00:00,1196,106.4,40,89,68,0,0,9,75,0,45,55
2017-04-01 00:00:00,1231,136.8,40,104,165,0,0,0,2,0,99,1
2017-04-01 00:00:00,229,20.4,40,63,46,24,0,10,28,12,58,42
2017-04-01 00:00:00,489,48.0,40,8,0,10,0,2,37,0,20,80
2017-04-01 00:00:00,676,25.2,40,117,29,26,0,8,91,14,33,67
2017-04-01 00:00:00,47,46.0,40,28,46,0,0,0,0,0,100,0
2017-04-01 00:00:00,112,123.2,40,84,100,21,0,3,14,0,88,12
2017-04-01 00:00:00,160,152.0,40,95,152,0,0,0,0,0,100,0
2017-04-01 00:00:00,173,129.6,40,91,143,0,0,1,2,0,98,2
2017-04-01 00:00:00,182,45.0,40,28,45,0,0,0,0,0,100,0
2017-04-01 00:00:00,189,151.2,40,159,242,0,0,8,0,0,97,3
2017-04-01 00:00:00,346,151.2,40,105,168,0,0,0,0,0,100,0
2017-04-01 00:00:00,351,151.2,40,105,168,0,0,0,0,0,100,0
2017-04-01 00:00:00,378,80.0,40,50,80,0,0,0,0,0,100,0
2017-04-01 00:00:00,416,136.8,40,90,122,0,16,0,8,0,95,5
2017-04-01 00:00:00,445,100.8,40,86,82,31,0,16,14,0,79,21
2017-04-01 00:00:00,571,158.4,40,114,178,0,0,1,3,0,98,2
2017-04-01 00:00:00,585,151.2,40,104,164,0,0,1,2,0,98,2
2017-04-01 00:00:00,649,144.0,40,100,160,0,0,0,0,0,100,0
